company_codes,desc,industry_codes,publication_date,region_codes,title
",onlnfr,onlnfr,","(This story has been posted on The Wall Street Journal Online's China Real Time Report blog at http://blogs.wsj.com/chinarealtime.) 


 
   -- U.S. Trans-Pacific Trade Deal is a Waste, Says Free Trader 
 
   -- Price of a Job Saved by China Tire Duties: Nearly $1 Million - Report 
 
   -- Obama Administration's Prebuttal on Its Record With China 
 
   -- An Important Shift in the Yuan Debate 
 
   -- China's Economy: The First Quarter ",",iint,imed,isocial,",1336371706587,",usa,china,usca,usw,apacz,asiaz,bric,chinaz,devgcoz,dvpcoz,easiaz,namz,",WSJ BLOG/China Real Time: The Great China Tire Debate: Steelworkers Respond
",onlnfr,","Photographer Chase Jarvis published a book in 2009 titled “The Best Camera Is The One That's With You,” a bound collection of snapshots and moments taken with his iPhone.  His photos prove that indeed, the best camera is one that's easily accessible and able to capture the fleeting fancies and random moments that may have disappeared by the time the picture is computer-edited, cropped and framed. In 2011, famous photographer Annie Leibovitz told Brian Williams in an interview that the iPhone was her favorite “snapshot” camera for its ease of use and accessibility, adding that she has observed how everyone simply whips out their mobile phones when a photo opportunity presents itself.",",isocial,iint,imed,",1338595200000,",phlns,apacz,asiaz,devgcoz,dvpcoz,seasiaz,",Instagramania
",abbfai,bbv,newave,onlnfr,onlnfr,","SWISS COMPANY NEWS BITES

STOCK REPORT",",iint,imed,isocial,",1325116800000,",switz,zuric,dach,eurz,weurz,","ABB [Industrials] dips 0.1% on firm volume, ending a four-day streak of rises"
",mndcl,mndcl,","They have left Lady Gaga poker faced but the characters of Moshi Monsters, a children's computer game, look set to take the music charts by storm.

The game, created by a British company, Mind Candy, has become an internet phenomenon. Music Rox!, the spin-off album released today, is likely to follow suit with predictions that could outsell MDNA, Madonna's longawaited 12th studio album.",",iint,imed,isocial,",1333324800000,",uk,eecz,eurz,weurz,",Debut album makes little monsters a match for Madonna
",mndcl,mndcl,","They have left Lady Gaga poker faced but the characters of Moshi Monsters, a children's computer game, look set to take the music charts by storm.

The game, created by a British company, Mind Candy, has become an internet phenomenon. Music Rox!, the spin-off album released today, is likely to follow suit with predictions that could outsell MDNA, Madonna's longawaited 12th studio album.",",iint,imed,isocial,",1333324800000,",uk,eecz,eurz,weurz,",Debut album makes little monsters a match for Madonna
",onlnfr,onlnfr,","A DRUNKEN thug attacked a pair of Korean tourists in Hobart's Elizabeth Mall then boasted about it on Facebook, the Supreme Court has heard.

The married couple, aged 34 and 35, had been in Tasmania for just seven hours before they were bashed by a gang of six youths who had earlier yelled ``f...ing Asians'' and ``Japanese suck''.",",iint,imed,isocial,",1300924800000,",austr,tasman,apacz,ausnz,",Facebook bash boast Thug brags online of tourist attack
",onlnfr,pzaoob,melov,goog,xcmcrp,quora,accl,","Pointed toward his 18-acre compound in Marin County, California, Sean Parker rips through the night fog on the Golden Gate Bridge in a stealthy Audi S6 that masks a Lamborghini engine, one pale hand on the wheel, the other toggling through thousands of songs uploaded on the car's sound system.",",isocial,iint,imed,",1318204800000,",usa,sfra,namz,usca,usw,",SEAN PARKER: AGENT OF DISRUPTION
",onlnfr,onlnfr,","CHER has admitted she met her new boyfriend on Facebook.

The singer, 64, introduced herself to Ron Zimmerman, the friend of a friend, on the social networking site.",",iint,imed,isocial,",1290297600000,",uk,eecz,eurz,weurz,",Cher finds lover on facebook
",nwbc,onlnfr,onlnfr,","(END) Dow Jones Newswires

June 27, 2012 07:04 ET (11:04 GMT)",",iint,imed,isocial,",1340795040000,",usa,usca,usw,namz,",*DJ Facebook Started At Outperform By Wells Fargo >FB
",onlnfr,","Alwi Dahlan, Jakarta

Understanding the new media is not as straightforward as it may seem. New media is a new, very broad term, used differently by many, encompassing a variety of meanings, concepts, technologies and functions.",",isocial,iint,imed,",1324425600000,",indon,apacz,asiaz,devgcoz,dvpcoz,seasiaz,vista,",Understanding the new media (Part 1 of 2)
,"NEW YORK — However grumpy when they wake up, and whether they stumble to their feet in Mumbai, Mexico City or Minneapolis, people tend to brighten up by breakfast time and feel their mood taper gradually to a low in the late afternoon, before rallying again near bedtime, a large-scale study of posts on the social media site, Twitter, found.

Drawing on messages posted by more than two million people in 84 countries, researchers discovered that the emotional tone of people’s messages follows a similar pattern not only through the day but also through the week and the changing seasons. The new analysis suggests that our moods are driven in part by a shared underlying biological rhythm that transcends culture and environment.",",isocial,iint,imed,",1317600000000,",usa,namz,","Tweets reveal similar moods all over the world, say researchers ; A study of the microblogging website shows that people are saddest on Mondays and happiest on weekends"
,"NEW YORK — However grumpy when they wake up, and whether they stumble to their feet in Mumbai, Mexico City or Minneapolis, people tend to brighten up by breakfast time and feel their mood taper gradually to a low in the late afternoon, before rallying again near bedtime, a large-scale study of posts on the social media site, Twitter, found.

Drawing on messages posted by more than two million people in 84 countries, researchers discovered that the emotional tone of people’s messages follows a similar pattern not only through the day but also through the week and the changing seasons. The new analysis suggests that our moods are driven in part by a shared underlying biological rhythm that transcends culture and environment.",",isocial,iint,imed,",1317600000000,",usa,namz,","Tweets reveal similar moods all over the world, say researchers ; A study of the microblogging website shows that people are saddest on Mondays and happiest on weekends"
",erefrc,onlnfr,onlnfr,","A FAKE Facebook profile sparked a paedophile scare at a school after pupils realised the girl did not exist. Eunice Bains was said to be enrolled at Williamwood High in East Renfrewshire. Around 80 current and former pupils became friends with the character online. Letters will now be sent to parents over fears the profile was set up by a paedophile. One pupil said: 'At first we all thought it was someone having a laugh but then it started to feel a bit creepy. Some of us were worried it was a weirdo spying on us.' The profile first appeared earlier this year but photographs used on the page are thought to have been lifted from the profile of another teenager. When pupils began to question the identity of their online 'friend', one wrote: 'Deffo a fake person. She doesn't exist anywhere else on the web.' East Renfrewshire Council has launched an investigation. Facebook said the profile had been taken down.",",iint,imed,isocial,",1289347200000,",scot,eecz,eurz,uk,weurz,",Paedophile fear over fake Facebook page
,"The new queens of social media

Coco Rocha",",isocial,iint,imed,",1335312060000,",uk,eecz,eurz,weurz,",The new queens of social media
",linkd,linkd,","WASHINGTON, May 11 -- LinkedIn Corp. (LNKD), Mountain View, Calif., has filed a Form 4 with the Securities and Exchange Commission noting the change in the beneficial interest held by Director and 10 percent owner Michael J. Moritz, Menlo Park, Calif.

On May 8 the action involved acquisition of 43,753 shares of stock and disposition of 218,765 shares of stock. Moritz now owns 335,803 shares of stock indirectly.",",iint,imed,isocial,",1336694400000,",usa,usca,usdc,namz,use,usw,",LINKEDIN REPORTS MULTIPLE TRANSACTIONS BY DIRECTOR MORITZ (California)
",onlnfr,twnit,","Host(s): Seamus O'Regan

Guest(s): Felicia Dewar, Organizer for Donations; Natasha Chiam, Organizer for Donations",",iint,imed,isocial,",1305590400000,",cana,namz,",Twitter moms gather donations for fire evacuees
",itsvcc,twnit,","Pakistan Tehrik-e-Insaf Chairman Imran Khan has thrown down the gauntlet that he will quit politics if it is proven that his party has been funded by the Inter-Services Intelligence (ISI). Ever since his party's massive rallies in Lahore and Karachi, critics have questioned where the PTI is getting its money from. Many say it is an establishment' darling and is receiving funding from intelligence agencies. ""I will quit politics if proved that the ISI funded PTI (sic),"" Imran wrote on micro-blogging website Twitter on Thursday.",",iint,imed,isocial,",1328227200000,",pakis,karch,asiaz,devgcoz,dvpcoz,indsubz,sasiaz,",Imran says he will quit politics if ISI funds proved
",onlnfr,yahcor,onlnfr,","ORLANDO, Fla. -- For nearly two months, the murder trial of Casey Anthony was a living entity. It breathed daily across national television airwaves, then was reinforced nightly on cable TV programs that dissected every word uttered in the courtroom and fuelled speculation on her fate.

When Anthony was acquitted of murder in the death of her two-year-old daughter Caylee, hundreds of thousands of people captivated by the case -- and certain of her guilt -- poured their rage into postings on Facebook and the micro-blogging site Twitter. Those and other social media sites provided a platform and a large audience for a decibel level of vitriol seldom seen before.",",iint,imed,isocial,",1310256000000,",cana,namz,",Mom's acquittal sparks explosion on social media - Casey Anthony verdict
",twnit,tkyelc,","TOKYO -- For Japanese glued to their television sets these past 10 days, there have been many tragic and indelible images: the monster waves carrying away people and homes; the towns reduced to rubble in the water's wake; evacuees from the area around the Fukushima nuclear plant lining up to be tested for radiation exposure.

Just as familiar is the haggard visage of Yukio Edano – his eyes heavy with fatigue, his black hair slightly unkempt – as he briefs the nation on the latest developments from the nuclear zone and the tsunami-battered area further northeast, always wearing the same light blue emergency services jumpsuit.",",iint,imed,isocial,",1300665600000,",jap,fukus,apacz,asiaz,easiaz,","No rest for a weary spokesman; Lauded for his work briefing post-quake Japan, Yukio Edano has earned respect and leagues of Twitter fans urging him to sleep"
